SerNo,PSNo,Date,GoodNo,GoodID,Num,Price
200304130137012.0,1019.0,20030413.0,2.0,1035034.0,2.0,3.3
200304130137012.0,1019.0,20030413.0,3.0,1008607.0,0.498,16.0
200304130137012.0,1019.0,20030413.0,4.0,1027137.0,1.0,4.5
200304130137012.0,1019.0,20030413.0,5.0,1005783.0,1.0,21.0
200304130137012.0,1019.0,20030413.0,6.0,1034751.0,1.0,2.7
200304130137012.0,1019.0,20030413.0,7.0,1033269.0,1.0,3.4
200304130137012.0,1019.0,20030413.0,8.0,1035594.0,1.0,11.3
200304130137012.0,1019.0,20030413.0,9.0,1040958.0,1.0,9.8
200304130138012.0,1019.0,20030413.0,1.0,1013685.0,1.0,1.6
200304130138012.0,1019.0,20030413.0,2.0,1015057.0,1.0,2.5
200304130138012.0,1019.0,20030413.0,3.0,1013653.0,1.0,1.6
200304130138012.0,1019.0,20030413.0,4.0,1013659.0,1.0,1.8
200304130138012.0,1019.0,20030413.0,5.0,1013801.0,1.0,1.1
200304130138012.0,1019.0,20030413.0,6.0,1014570.0,1.0,1.6
200304130138012.0,1019.0,20030413.0,7.0,1013769.0,2.0,2.8
200304130138012.0,1019.0,20030413.0,8.0,1013702.0,2.0,1.5
200304130138012.0,1019.0,20030413.0,9.0,1041314.0,2.0,3.8
200304130140012.0,1019.0,20030413.0,1.0,1008364.0,2.0,3.25
200304130141012.0,1019.0,20030413.0,1.0,1002663.0,1.0,26.9
200304130141012.0,1019.0,20030413.0,2.0,1003280.0,1.0,27.3
200304130141012.0,1019.0,20030413.0,3.0,1008127.0,3.0,1.2
200304130141012.0,1019.0,20030413.0,5.0,1048758.0,1.0,3.1
200304130142012.0,1019.0,20030413.0,1.0,1038246.0,1.0,5.9
200304130142012.0,1019.0,20030413.0,2.0,1048657.0,1.0,4.0
200304130142012.0,1019.0,20030413.0,3.0,1007764.0,1.0,15.6
200304130142012.0,1019.0,20030413.0,5.0,1002904.0,1.0,5.0
200304130142012.0,1019.0,20030413.0,6.0,1003380.0,1.0,3.1
200304130142012.0,1019.0,20030413.0,7.0,1021188.0,1.0,2.1
200304130142012.0,1019.0,20030413.0,8.0,1036763.0,1.0,3.3
200304130143012.0,1019.0,20030413.0,1.0,1004814.0,24.0,1.65
200304130144012.0,1019.0,20030413.0,1.0,1004997.0,1.0,12.7
200304130144012.0,1019.0,20030413.0,2.0,1002533.0,1.0,38.0
200304130144012.0,1019.0,20030413.0,3.0,1007010.0,1.0,7.3
200304130144012.0,1019.0,20030413.0,4.0,1004616.0,1.0,8.9
200304130144012.0,1019.0,20030413.0,5.0,1021305.0,1.0,17.8
200304130145012.0,1019.0,20030413.0,1.0,1005573.0,2.0,5.8
200304130146012.0,1019.0,20030413.0,1.0,1027097.0,4.0,4.0
200304130147012.0,1019.0,20030413.0,1.0,1003886.0,1.0,11.6
200304130147012.0,1019.0,20030413.0,2.0,1041187.0,1.0,4.0
200304130147012.0,1019.0,20030413.0,3.0,1012208.0,1.0,28.5
200304130147012.0,1019.0,20030413.0,4.0,1032506.0,1.0,3.6
200304130147012.0,1019.0,20030413.0,5.0,1000437.0,1.0,2.5
200304130148012.0,1019.0,20030413.0,1.0,1026504.0,0.108,28.6
200304130148012.0,1019.0,20030413.0,2.0,1037454.0,0.108,79.6
200304130148012.0,1019.0,20030413.0,3.0,1023762.0,0.172,13.0
200304130149012.0,1019.0,20030413.0,1.0,1000917.0,1.0,3.6
200304130150012.0,1019.0,20030413.0,1.0,1014877.0,1.0,39.8
200304130151012.0,1019.0,20030413.0,1.0,1029124.0,1.0,1.9
200304130151012.0,1019.0,20030413.0,2.0,1035414.0,1.0,2.0
200304130152012.0,1019.0,20030413.0,1.0,1047950.0,1.0,2.2
200304130152012.0,1019.0,20030413.0,2.0,1035414.0,1.0,2.0
200304130152012.0,1019.0,20030413.0,3.0,1041544.0,1.0,2.8
200304130153012.0,1019.0,20030413.0,1.0,1036708.0,1.0,4.0
200304130153012.0,1019.0,20030413.0,2.0,1035413.0,1.0,3.0
200304130154012.0,1019.0,20030413.0,1.0,1029124.0,1.0,1.9
200304130154012.0,1019.0,20030413.0,2.0,1035414.0,1.0,2.0
200304130155012.0,1019.0,20030413.0,1.0,1029124.0,1.0,1.9
200304130155012.0,1019.0,20030413.0,2.0,1037297.0,1.0,5.0
200304130155012.0,1019.0,20030413.0,3.0,1035413.0,1.0,3.0
200304130156012.0,1019.0,20030413.0,1.0,1035413.0,1.0,3.0
200304130156012.0,1019.0,20030413.0,2.0,1004095.0,1.0,6.8
200304130157012.0,1019.0,20030413.0,1.0,1035414.0,1.0,2.0
200304130157012.0,1019.0,20030413.0,2.0,1029124.0,1.0,1.9
200304130158012.0,1019.0,20030413.0,1.0,1048584.0,1.0,3.0
200304130158012.0,1019.0,20030413.0,2.0,1035414.0,1.0,2.0
200304130158012.0,1019.0,20030413.0,3.0,1040809.0,1.0,1.6
200304130159012.0,1019.0,20030413.0,1.0,1046387.0,1.0,2.6
200304130159012.0,1019.0,20030413.0,2.0,1027547.0,1.0,10.6
200304130159012.0,1019.0,20030413.0,3.0,1041250.0,1.0,15.9
200304130159012.0,1019.0,20030413.0,4.0,1001903.0,1.0,1.3
200304130159012.0,1019.0,20030413.0,5.0,1008793.0,1.0,0.9
200304130159012.0,1019.0,20030413.0,6.0,1041769.0,1.0,6.9
200304130159012.0,1019.0,20030413.0,7.0,1017069.0,1.0,11.6
200304130159012.0,1019.0,20030413.0,8.0,1040105.0,1.0,19.2
200304130159012.0,1019.0,20030413.0,9.0,1048867.0,1.0,6.0
200304130159012.0,1019.0,20030413.0,10.0,1008089.0,1.0,6.6
200304130160012.0,1019.0,20030413.0,1.0,1009140.0,1.0,31.1
200304130161012.0,1019.0,20030413.0,1.0,1003116.0,1.0,1.0
200304130161012.0,1019.0,20030413.0,2.0,1040811.0,1.0,5.0
200304130161012.0,1019.0,20030413.0,3.0,1028221.0,1.0,2.0
200304130161012.0,1019.0,20030413.0,4.0,1007874.0,2.0,1.2
200304130162012.0,1019.0,20030413.0,1.0,1040811.0,1.0,5.0
200304130162012.0,1019.0,20030413.0,2.0,1034194.0,1.0,3.0
200304130162012.0,1019.0,20030413.0,3.0,1003116.0,1.0,1.0
200304130163012.0,1019.0,20030413.0,1.0,1040811.0,1.0,5.0
200304130163012.0,1019.0,20030413.0,2.0,1003116.0,1.0,1.0
200304130163012.0,1019.0,20030413.0,3.0,1036708.0,1.0,4.0
200304130164012.0,1019.0,20030413.0,1.0,1003116.0,1.0,1.0
200304130164012.0,1019.0,20030413.0,2.0,1040811.0,1.0,5.0
200304130164012.0,1019.0,20030413.0,3.0,1035404.0,1.0,3.0
200304130165012.0,1019.0,20030413.0,1.0,1042050.0,1.0,1.8
200304130165012.0,1019.0,20030413.0,2.0,1040811.0,1.0,5.0
200304130165012.0,1019.0,20030413.0,3.0,1032871.0,1.0,2.6
200304130166012.0,1019.0,20030413.0,1.0,1038395.0,1.0,1.0
200304130166012.0,1019.0,20030413.0,2.0,1036708.0,1.0,4.0
200304130166012.0,1019.0,20030413.0,3.0,1040811.0,1.0,5.0
200304130167012.0,1019.0,20030413.0,1.0,1035404.0,1.0,3.0
200304130167012.0,1019.0,20030413.0,2.0,1003116.0,1.0,1.0
200304130167012.0,1019.0,20030413.0,3.0,1040811.0,1.0,5.0
200304130168012.0,1019.0,20030413.0,1.0,1003116.0,1.0,1.0
200304130168012.0,1019.0,20030413.0,2.0,1040811.0,1.0,5.0
200304130168012.0,1019.0,20030413.0,3.0,1035404.0,1.0,3.0
200304130169012.0,1019.0,20030413.0,1.0,1003072.0,1.0,2.8
200304130169012.0,1019.0,20030413.0,2.0,1045048.0,1.0,5.3
200304130169012.0,1019.0,20030413.0,3.0,1040088.0,1.0,3.1
200304130170012.0,1019.0,20030413.0,1.0,1004814.0,24.0,1.65
200304130171012.0,1019.0,20030413.0,1.0,1040014.0,1.0,4.4
200304130171012.0,1019.0,20030413.0,2.0,1035442.0,3.0,2.15
200304130171012.0,1019.0,20030413.0,3.0,1035443.0,2.0,2.15
200304130172012.0,1019.0,20030413.0,1.0,1048791.0,1.0,4.5
200304130172012.0,1019.0,20030413.0,2.0,1035116.0,2.0,2.6
200304130172012.0,1019.0,20030413.0,3.0,1041153.0,1.0,3.3
200304130172012.0,1019.0,20030413.0,4.0,1038370.0,3.0,4.0
200304130172012.0,1019.0,20030413.0,5.0,1005413.0,3.0,2.5
200304130172012.0,1019.0,20030413.0,6.0,1014753.0,4.0,0.5
200304130172012.0,1019.0,20030413.0,7.0,1005563.0,4.0,0.9
200304130172012.0,1019.0,20030413.0,8.0,1002795.0,3.0,2.8
200304130172012.0,1019.0,20030413.0,9.0,1009702.0,2.0,3.7
200304130172012.0,1019.0,20030413.0,10.0,1021992.0,2.0,2.7
200304130172012.0,1019.0,20030413.0,11.0,1019360.0,1.0,5.4
200304130172012.0,1019.0,20030413.0,12.0,1022005.0,2.0,5.5
200304130172012.0,1019.0,20030413.0,13.0,1007443.0,2.0,3.9
200304130173012.0,1019.0,20030413.0,1.0,1006106.0,1.0,3.2
200304130173012.0,1019.0,20030413.0,2.0,1005352.0,1.0,0.9
200304130173012.0,1019.0,20030413.0,3.0,1005456.0,1.0,1.2
200304130173012.0,1019.0,20030413.0,4.0,1048595.0,1.0,1.6
200304130173012.0,1019.0,20030413.0,5.0,1044430.0,3.0,1.0
200304130173012.0,1019.0,20030413.0,6.0,1040192.0,1.0,1.7
200304130173012.0,1019.0,20030413.0,7.0,1003907.0,2.0,1.6
200304130173012.0,1019.0,20030413.0,8.0,1014138.0,2.0,2.0
200304130173012.0,1019.0,20030413.0,9.0,1005783.0,1.0,21.0
200304130173012.0,1019.0,20030413.0,10.0,1035116.0,1.0,2.6
200304130173012.0,1019.0,20030413.0,11.0,1003218.0,1.0,0.75
200304130173012.0,1019.0,20030413.0,12.0,1002073.0,1.0,2.0
200304130173012.0,1019.0,20030413.0,13.0,1007251.0,1.0,2.0
200304130173012.0,1019.0,20030413.0,14.0,1000494.0,1.0,2.9
200304130173012.0,1019.0,20030413.0,15.0,1038006.0,4.0,2.9
200304130174012.0,1019.0,20030413.0,1.0,1007911.0,24.0,2.2
200304130175012.0,1019.0,20030413.0,1.0,1022545.0,0.328,12.6
200304130175012.0,1019.0,20030413.0,2.0,1011728.0,1.0,9.0
200304130175012.0,1019.0,20030413.0,3.0,1035583.0,1.0,2.4
200304130175012.0,1019.0,20030413.0,4.0,1006620.0,1.0,7.5
200304130175012.0,1019.0,20030413.0,5.0,1047260.0,1.0,5.2
200304130176012.0,1019.0,20030413.0,1.0,1035441.0,0.408,16.8
200304130177012.0,1019.0,20030413.0,1.0,1008693.0,0.208,19.0
200304130177012.0,1019.0,20030413.0,2.0,1008657.0,0.214,15.8
200304130177012.0,1019.0,20030413.0,3.0,1040197.0,0.18,14.5
200304130178012.0,1019.0,20030413.0,1.0,1006564.0,2.0,0.5
200304130180012.0,1019.0,20030413.0,1.0,1021323.0,1.0,3.6
200304130180012.0,1019.0,20030413.0,2.0,1021353.0,1.0,2.5
200304130180012.0,1019.0,20030413.0,3.0,1027639.0,2.0,4.7
200304130180012.0,1019.0,20030413.0,4.0,1038101.0,1.0,14.4
200304130181012.0,1019.0,20030413.0,1.0,1040011.0,1.0,4.4
200304130182012.0,1019.0,20030413.0,1.0,1002475.0,1.0,2.8
200304130182012.0,1019.0,20030413.0,2.0,1014937.0,1.0,5.4
200304130182012.0,1019.0,20030413.0,3.0,1001436.0,1.0,1.75
200304130182012.0,1019.0,20030413.0,4.0,1004814.0,1.0,1.65
200304130182012.0,1019.0,20030413.0,5.0,1021280.0,1.0,1.9
200304130184012.0,1019.0,20030413.0,1.0,1048967.0,24.0,1.7
200304130184012.0,1019.0,20030413.0,2.0,1003603.0,2.0,6.0
200304130184012.0,1019.0,20030413.0,3.0,1032865.0,1.0,3.8
200304130184012.0,1019.0,20030413.0,4.0,1034634.0,1.0,6.2
200304130184012.0,1019.0,20030413.0,5.0,1018304.0,1.0,13.6
200304130184012.0,1019.0,20030413.0,6.0,1018309.0,1.0,13.6
200304130184012.0,1019.0,20030413.0,7.0,1001613.0,1.0,9.1
200304130186012.0,1019.0,20030413.0,1.0,1038460.0,1.0,2.7
200304130186012.0,1019.0,20030413.0,2.0,1037090.0,3.0,1.9
200304130186012.0,1019.0,20030413.0,3.0,1001090.0,3.0,1.9
200304130187012.0,1019.0,20030413.0,1.0,1048626.0,2.0,6.0
200304130188012.0,1019.0,20030413.0,1.0,1027791.0,10.0,2.3
200304130188012.0,1019.0,20030413.0,2.0,1041156.0,1.0,2.5
200304130188012.0,1019.0,20030413.0,3.0,1040080.0,4.0,2.8
200304130188012.0,1019.0,20030413.0,4.0,1021119.0,1.0,27.7
200304130188012.0,1019.0,20030413.0,5.0,1044389.0,1.0,7.2
200304130188012.0,1019.0,20030413.0,6.0,1021188.0,4.0,2.1
200304130188012.0,1019.0,20030413.0,7.0,1040102.0,2.0,4.7
200304130188012.0,1019.0,20030413.0,8.0,1043205.0,4.0,3.6
200304130188012.0,1019.0,20030413.0,9.0,1003698.0,2.0,8.5
200304130188012.0,1019.0,20030413.0,10.0,1038140.0,1.0,15.8
200304130188012.0,1019.0,20030413.0,11.0,1007484.0,1.0,34.3
200304130188012.0,1019.0,20030413.0,12.0,1040397.0,1.0,27.8
200304130189012.0,1019.0,20030413.0,1.0,1025371.0,0.152,87.0
200304130189012.0,1019.0,20030413.0,2.0,1044156.0,1.0,19.0
200304130189012.0,1019.0,20030413.0,3.0,1007480.0,1.0,2.9
200304130189012.0,1019.0,20030413.0,4.0,1006521.0,1.0,2.6
200304130189012.0,1019.0,20030413.0,5.0,1023623.0,1.0,1.9
200304130189012.0,1019.0,20030413.0,6.0,1008767.0,0.104,38.0
200304130189012.0,1019.0,20030413.0,7.0,1010138.0,2.0,0.9
200304130190012.0,1019.0,20030413.0,1.0,1026663.0,1.0,11.0
200304130191012.0,1019.0,20030413.0,1.0,1010823.0,1.0,41.8
200304130191012.0,1019.0,20030413.0,2.0,1042152.0,1.0,6.9
200304130191012.0,1019.0,20030413.0,3.0,1044430.0,2.0,1.0
200304130191012.0,1019.0,20030413.0,4.0,1012113.0,1.0,3.0
200304130191012.0,1019.0,20030413.0,5.0,1012299.0,1.0,3.0
200304130191012.0,1019.0,20030413.0,6.0,1012292.0,2.0,3.0
200304130191012.0,1019.0,20030413.0,7.0,1002271.0,2.0,6.6
200304130192012.0,1019.0,20030413.0,1.0,1010097.0,0.648,21.2
200304130192012.0,1019.0,20030413.0,2.0,1041141.0,1.0,3.1
200304130192012.0,1019.0,20030413.0,3.0,1014075.0,1.0,2.9
200304130193012.0,1019.0,20030413.0,1.0,1000113.0,1.0,3.5
200304130193012.0,1019.0,20030413.0,2.0,1044396.0,1.0,6.0
200304130193012.0,1019.0,20030413.0,3.0,1010481.0,1.0,10.4
200304130193012.0,1019.0,20030413.0,4.0,1002753.0,1.0,6.0
200304130193012.0,1019.0,20030413.0,5.0,1040119.0,0.514,18.6
200304130194012.0,1019.0,20030413.0,1.0,1027807.0,2.0,126.8
200304130195012.0,1019.0,20030413.0,1.0,1013633.0,1.0,1.6
200304130195012.0,1019.0,20030413.0,3.0,1021352.0,1.0,2.2
200304130195012.0,1019.0,20030413.0,4.0,1044430.0,2.0,1.0
200304130196012.0,1019.0,20030413.0,1.0,1000611.0,1.0,18.3
200304130196012.0,1019.0,20030413.0,2.0,1047325.0,1.0,12.9
200304130196012.0,1019.0,20030413.0,3.0,1014234.0,1.0,11.0
200304130196012.0,1019.0,20030413.0,4.0,1000943.0,1.0,97.9
200304130197012.0,1019.0,20030413.0,1.0,1020106.0,1.0,5.0
200304130198012.0,1019.0,20030413.0,1.0,1005563.0,2.0,0.9
200304130198012.0,1019.0,20030413.0,2.0,1004587.0,1.0,1.5
200304130198012.0,1019.0,20030413.0,3.0,1029132.0,1.0,4.8
200304130199012.0,1019.0,20030413.0,1.0,1027549.0,1.0,18.1
200304130199012.0,1019.0,20030413.0,2.0,1046315.0,1.0,10.9
200304130199012.0,1019.0,20030413.0,3.0,1004962.0,1.0,33.8
200304130199012.0,1019.0,20030413.0,4.0,1048763.0,1.0,29.4
200304130199012.0,1019.0,20030413.0,5.0,1002351.0,2.0,5.9
200304130199012.0,1019.0,20030413.0,6.0,1048881.0,1.0,3.4
200304130200012.0,1019.0,20030413.0,1.0,1003822.0,1.0,4.1
200304130200012.0,1019.0,20030413.0,2.0,1017307.0,1.0,2.8
200304130200012.0,1019.0,20030413.0,3.0,1008062.0,1.0,2.1
200304130200012.0,1019.0,20030413.0,6.0,1035034.0,1.0,3.3
200304130200012.0,1019.0,20030413.0,7.0,1031436.0,1.0,1.65
200304130200012.0,1019.0,20030413.0,8.0,1004871.0,1.0,1.65
200304130200012.0,1019.0,20030413.0,9.0,1031004.0,1.0,4.2
200304130201012.0,1019.0,20030413.0,1.0,1013667.0,1.0,1.0
200304130202012.0,1019.0,20030413.0,1.0,1025695.0,0.2,67.2
200304130202012.0,1019.0,20030413.0,2.0,1025377.0,0.0511,68.0
200304130203012.0,1019.0,20030413.0,1.0,1014953.0,1.0,2.4
200304130203012.0,1019.0,20030413.0,2.0,1036658.0,4.0,1.5
200304130203012.0,1019.0,20030413.0,3.0,1006912.0,1.0,0.5
200304130203012.0,1019.0,20030413.0,4.0,1007913.0,2.0,1.5
200304130203012.0,1019.0,20030413.0,5.0,1021875.0,1.0,3.0
200304130203012.0,1019.0,20030413.0,6.0,1003981.0,2.0,1.6
200304130203012.0,1019.0,20030413.0,7.0,1038231.0,10.0,0.7
200304130203012.0,1019.0,20030413.0,8.0,1032600.0,5.0,1.2
200304130204012.0,1019.0,20030413.0,1.0,1037972.0,1.0,14.0
200304130204012.0,1019.0,20030413.0,2.0,1030585.0,1.0,8.7
200304130205012.0,1019.0,20030413.0,1.0,1040493.0,1.0,3.8
200304130205012.0,1019.0,20030413.0,2.0,1002163.0,1.0,3.0
200304130205012.0,1019.0,20030413.0,3.0,1038304.0,1.0,8.8
200304130205012.0,1019.0,20030413.0,4.0,1014962.0,1.0,2.6
200304130205012.0,1019.0,20030413.0,5.0,1002259.0,1.0,13.5
200304130206012.0,1019.0,20030413.0,1.0,1008675.0,0.102,15.0
200304130206012.0,1019.0,20030413.0,2.0,1036257.0,1.0,3.1
200304130206012.0,1019.0,20030413.0,3.0,1030589.0,1.0,3.5
200304130207012.0,1019.0,20030413.0,1.0,1035418.0,1.0,13.5
200304130207012.0,1019.0,20030413.0,2.0,1001958.0,1.0,2.6
200304130208012.0,1019.0,20030413.0,1.0,1033200.0,1.0,3.1
200304130208012.0,1019.0,20030413.0,2.0,1013719.0,1.0,3.8
200304130208012.0,1019.0,20030413.0,3.0,1048392.0,1.0,2.8
200304130208012.0,1019.0,20030413.0,4.0,1048315.0,2.0,2.0
200304130208012.0,1019.0,20030413.0,5.0,1040010.0,1.0,2.8
200304130208012.0,1019.0,20030413.0,6.0,1022460.0,0.402,18.0
200304130208012.0,1019.0,20030413.0,7.0,1040527.0,2.0,2.5
200304130209012.0,1019.0,20030413.0,1.0,1008643.0,0.452,25.4
200304130210012.0,1019.0,20030413.0,1.0,1023762.0,0.792,13.0
200304130210012.0,1019.0,20030413.0,2.0,1041162.0,24.0,2.2
200304130211012.0,1019.0,20030413.0,1.0,1009582.0,1.0,3.6
200304130211012.0,1019.0,20030413.0,2.0,1031965.0,1.0,8.8
200304130211012.0,1019.0,20030413.0,3.0,1002187.0,1.0,17.8
200304130211012.0,1019.0,20030413.0,4.0,1038987.0,1.0,4.8
200304130211012.0,1019.0,20030413.0,5.0,1001090.0,1.0,1.9
200304130211012.0,1019.0,20030413.0,6.0,1001020.0,1.0,2.2
200304130211012.0,1019.0,20030413.0,7.0,1048668.0,1.0,1.4
200304130211012.0,1019.0,20030413.0,8.0,1007997.0,1.0,1.9
200304130211012.0,1019.0,20030413.0,9.0,1031592.0,1.0,2.1
200304130211012.0,1019.0,20030413.0,10.0,1004261.0,1.0,1.5
200304130211012.0,1019.0,20030413.0,11.0,1036507.0,1.0,2.2
200304130211012.0,1019.0,20030413.0,12.0,1041017.0,1.0,2.1
200304130212012.0,1019.0,20030413.0,1.0,1048389.0,0.23,17.9
200304130212012.0,1019.0,20030413.0,3.0,1021779.0,0.094,24.8
200304130212012.0,1019.0,20030413.0,4.0,1032907.0,0.296,15.2
200304130212012.0,1019.0,20030413.0,5.0,1046119.0,1.0,6.4
200304130212012.0,1019.0,20030413.0,6.0,1003146.0,1.0,6.0
200304130212012.0,1019.0,20030413.0,7.0,1036277.0,2.0,1.5
200304130212012.0,1019.0,20030413.0,8.0,1036278.0,2.0,1.5
200304130212012.0,1019.0,20030413.0,9.0,1039988.0,1.0,6.2
200304130212012.0,1019.0,20030413.0,11.0,1005009.0,1.0,3.0
200304130213012.0,1019.0,20030413.0,1.0,1039888.0,1.0,13.1
200304130213012.0,1019.0,20030413.0,2.0,1042350.0,1.0,46.0
200304140002012.0,1019.0,20030414.0,1.0,1002663.0,1.0,26.9
200304140002012.0,1019.0,20030414.0,2.0,1036072.0,1.0,17.5
200304140002012.0,1019.0,20030414.0,3.0,1021160.0,1.0,6.2
200304140003012.0,1019.0,20030414.0,1.0,1021160.0,1.0,6.2
200304140003012.0,1019.0,20030414.0,2.0,1017307.0,1.0,2.8
200304140005012.0,1019.0,20030414.0,1.0,1032064.0,1.0,7.1
200304140005012.0,1019.0,20030414.0,2.0,1016244.0,3.0,2.5
200304140005012.0,1019.0,20030414.0,5.0,1015062.0,1.0,1.6
200304140005012.0,1019.0,20030414.0,6.0,1007650.0,3.0,4.2
200304140005012.0,1019.0,20030414.0,7.0,1041149.0,1.0,4.6
200304140005012.0,1019.0,20030414.0,8.0,1021314.0,1.0,4.4
200304140006012.0,1019.0,20030414.0,1.0,1025012.0,1.0,4.3
200304140006012.0,1019.0,20030414.0,3.0,1040712.0,1.0,3.0
200304140006012.0,1019.0,20030414.0,6.0,1038307.0,1.0,23.8
200304140006012.0,1019.0,20030414.0,7.0,1014515.0,1.0,4.0
200304140006012.0,1019.0,20030414.0,8.0,1046652.0,1.0,4.3
200304140006012.0,1019.0,20030414.0,9.0,1047063.0,1.0,4.1
200304140006012.0,1019.0,20030414.0,10.0,1047059.0,1.0,3.5
200304140006012.0,1019.0,20030414.0,11.0,1037589.0,1.0,16.9
200304140006012.0,1019.0,20030414.0,12.0,1037670.0,1.0,37.0
200304140006012.0,1019.0,20030414.0,15.0,1044052.0,2.0,20.6
200304140007012.0,1019.0,20030414.0,1.0,1036167.0,1.0,9.1
200304140007012.0,1019.0,20030414.0,2.0,1002680.0,1.0,4.3
200304140007012.0,1019.0,20030414.0,3.0,1041839.0,1.0,23.5
200304140007012.0,1019.0,20030414.0,4.0,1041447.0,1.0,41.5
200304140009012.0,1019.0,20030414.0,1.0,1010475.0,1.0,10.0
200304140009012.0,1019.0,20030414.0,2.0,1038656.0,1.0,1.6
200304140009012.0,1019.0,20030414.0,3.0,1036070.0,2.0,1.6
200304140009012.0,1019.0,20030414.0,4.0,1048803.0,2.0,1.5
200304140009012.0,1019.0,20030414.0,5.0,1007176.0,2.0,0.5
200304140009012.0,1019.0,20030414.0,6.0,1008821.0,0.222,27.0
200304140010012.0,1019.0,20030414.0,1.0,1003414.0,1.0,4.2
200304140010012.0,1019.0,20030414.0,2.0,1014085.0,1.0,2.9
200304140010012.0,1019.0,20030414.0,3.0,1005009.0,1.0,3.0
200304140012012.0,1019.0,20030414.0,1.0,1022718.0,0.208,19.6
200304140012012.0,1019.0,20030414.0,2.0,1018755.0,1.0,6.4
200304140012012.0,1019.0,20030414.0,3.0,1035949.0,1.0,3.7
200304140012012.0,1019.0,20030414.0,4.0,1006740.0,3.0,4.8
200304140013012.0,1019.0,20030414.0,1.0,1044446.0,15.0,1.0
200304140013012.0,1019.0,20030414.0,2.0,1044444.0,11.0,1.0
200304140013012.0,1019.0,20030414.0,3.0,1044445.0,1.0,1.0
200304140014012.0,1019.0,20030414.0,1.0,1040224.0,1.0,18.6
200304140014012.0,1019.0,20030414.0,2.0,1005485.0,3.0,2.1
200304140015012.0,1019.0,20030414.0,1.0,1027373.0,1.0,5.7
200304140015012.0,1019.0,20030414.0,2.0,1004696.0,1.0,5.7
200304140015012.0,1019.0,20030414.0,3.0,1001552.0,1.0,7.0
200304140015012.0,1019.0,20030414.0,4.0,1030813.0,1.0,6.9
200304140017012.0,1019.0,20030414.0,1.0,1018244.0,1.0,6.5
200304140017012.0,1019.0,20030414.0,2.0,1041250.0,1.0,15.9
200304140017012.0,1019.0,20030414.0,3.0,1015922.0,1.0,6.9
200304140017012.0,1019.0,20030414.0,4.0,1035333.0,1.0,4.3
200304140017012.0,1019.0,20030414.0,5.0,1001989.0,1.0,10.8
200304140017012.0,1019.0,20030414.0,6.0,1003637.0,1.0,19.9
200304140017012.0,1019.0,20030414.0,7.0,1007851.0,1.0,5.4
200304140017012.0,1019.0,20030414.0,8.0,1004995.0,2.0,2.1
200304140017012.0,1019.0,20030414.0,9.0,1014783.0,1.0,8.5
200304140017012.0,1019.0,20030414.0,10.0,1016020.0,1.0,3.8
200304140018012.0,1019.0,20030414.0,1.0,1027335.0,1.0,9.6
200304140018012.0,1019.0,20030414.0,2.0,1023651.0,1.0,3.5
200304140018012.0,1019.0,20030414.0,3.0,1041765.0,1.0,1.8
